image_id,label,original_image_path,original_mask_path,selected_image_path,selected_mask_path,height,width,n_pixels,image_mean,image_std,image_min,image_max,image_median,image_p05,image_p95,dynamic_range,image_skewness,image_kurtosis_excess,lesion_area_px,lesion_area_fraction,lesion_mean,lesion_std,lesion_min,lesion_max,background_mean,background_std,background_min,background_max,lesion_background_contrast
malignant (39),malignant,data\raw\malignant\malignant (39).png,data\raw\malignant\malignant (39)_mask.png,data\selected\busi_subset\malignant\images\malignant_39.png,data\selected\busi_subset\malignant\masks\malignant_39_mask.png,469,564,264516,74.050537109375,63.38972854614258,0.0,255.0,50.0,6.0,186.0,255.0,0.600544273853302,-0.9860987663269043,33347,0.12606798832584795,62.355533599853516,40.49921798706055,0.0,255.0,75.73760223388672,65.8690185546875,0.0,255.0,0.17668989032608778
benign (418),benign,data\raw\benign\benign (418).png,data\raw\benign\benign (418)_mask.png,data\selected\busi_subset\benign\images\benign_418.png,data\selected\busi_subset\benign\masks\benign_418_mask.png,414,607,251298,69.2951889038086,55.210113525390625,0.0,255.0,69.0,1.0,168.0,255.0,0.41576993465423584,-0.7884135246276855,7406,0.02947098663737873,100.88279724121094,26.872581481933594,40.0,215.0,68.33599853515625,55.56590270996094,0.0,255.0,-0.47627603896865356
benign (322),benign,data\raw\benign\benign (322).png,data\raw\benign\benign (322)_mask.png,data\selected\busi_subset\benign\images\benign_322.png,data\selected\busi_subset\benign\masks\benign_322_mask.png,491,555,272505,93.33222961425781,49.173072814941406,0.0,255.0,89.0,25.0,192.0,255.0,0.7303354740142822,0.38747549057006836,3168,0.011625474761930973,81.42361450195312,41.62702560424805,21.0,245.0,93.47233581542969,49.237815856933594,0.0,255.0,0.12890146808761613
benign (111),benign,data\raw\benign\benign (111).png,data\raw\benign\benign (111)_mask.png,data\selected\busi_subset\benign\images\benign_111.png,data\selected\busi_subset\benign\masks\benign_111_mask.png,477,315,150255,101.60301208496094,73.09178161621094,2.0,255.0,71.0,23.0,224.0,253.0,0.4119369089603424,-1.3523998260498047,2367,0.015753219526804432,82.29361724853516,39.54161071777344,15.0,226.0,101.91207122802734,73.46310424804688,2.0,255.0,0.1925037313162936
benign (390),benign,data\raw\benign\benign (390).png,data\raw\benign\benign (390)_mask.png,data\selected\busi_subset\benign\images\benign_390.png,data\selected\busi_subset\benign\masks\benign_390_mask.png,583,779,454157,119.5739974975586,49.60208511352539,0.0,255.0,122.0,37.0,199.0,255.0,-0.024335751309990883,-0.7816293239593506,9108,0.020054738779761185,101.38471984863281,21.57204818725586,52.0,233.0,119.94625091552734,49.94281768798828,0.0,255.0,0.1547487389032199
benign (65),benign,data\raw\benign\benign (65).png,data\raw\benign\benign (65)_mask.png,data\selected\busi_subset\benign\images\benign_65.png,data\selected\busi_subset\benign\masks\benign_65_mask.png,474,564,267336,82.8220443725586,49.564449310302734,0.0,255.0,78.0,12.0,174.0,255.0,0.47688600420951843,-0.4057328701019287,11242,0.04205194960648771,18.873687744140625,31.541597366333008,0.0,200.0,85.62924194335938,48.30534362792969,0.0,255.0,0.7795882887247705
benign (352),benign,data\raw\benign\benign (352).png,data\raw\benign\benign (352)_mask.png,data\selected\busi_subset\benign\images\benign_352.png,data\selected\busi_subset\benign\masks\benign_352_mask.png,428,573,245244,82.4600830078125,53.22077941894531,0.0,255.0,77.0,12.0,175.0,255.0,0.39765942096710205,-0.8700752258300781,2607,0.010630229485736654,78.1208267211914,18.940086364746094,36.0,179.0,82.50669860839844,53.467987060546875,0.0,255.0,0.0531577673164711
benign (254),benign,data\raw\benign\benign (254).png,data\raw\benign\benign (254)_mask.png,data\selected\busi_subset\benign\images\benign_254.png,data\selected\busi_subset\benign\masks\benign_254_mask.png,389,473,183997,97.91429138183594,60.95249557495117,0.0,255.0,102.0,12.0,201.0,255.0,0.1916411966085434,-0.9370279312133789,1013,0.005505524546595869,98.13129425048828,29.818891525268555,58.0,193.0,97.9130859375,61.08069610595703,0.0,255.0,-0.0022285919280011493
malignant (94),malignant,data\raw\malignant\malignant (94).png,data\raw\malignant\malignant (94)_mask.png,data\selected\busi_subset\malignant\images\malignant_94.png,data\selected\busi_subset\malignant\masks\malignant_94_mask.png,452,564,254928,110.41307067871094,43.39383316040039,0.0,255.0,112.0,39.0,183.0,255.0,0.1988963484764099,-0.24612712860107422,51666,0.20266898889098098,88.66519927978516,30.667888641357422,15.0,207.0,115.9410400390625,44.40512466430664,0.0,255.0,0.2352561331840312
malignant (156),malignant,data\raw\malignant\malignant (156).png,data\raw\malignant\malignant (156)_mask.png,data\selected\busi_subset\malignant\images\malignant_156.png,data\selected\busi_subset\malignant\masks\malignant_156_mask.png,457,562,256834,83.69032287597656,38.81131362915039,0.0,255.0,75.0,34.0,159.0,255.0,0.7987908124923706,0.2650923728942871,108947,0.4241922798383392,72.16061401367188,32.10007095336914,0.0,245.0,92.18412017822266,41.07110595703125,0.0,255.0,0.2172120981755485
malignant (93),malignant,data\raw\malignant\malignant (93).png,data\raw\malignant\malignant (93)_mask.png,data\selected\busi_subset\malignant\images\malignant_93.png,data\selected\busi_subset\malignant\masks\malignant_93_mask.png,470,554,260380,94.41694641113281,45.339744567871094,0.0,255.0,93.0,28.0,171.0,255.0,0.28516027331352234,-0.6820127964019775,37501,0.1440241185958983,76.77165985107422,28.200727462768555,14.0,189.0,97.38590240478516,46.97406768798828,0.0,255.0,0.2116758385203532
malignant (174),malignant,data\raw\malignant\malignant (174).png,data\raw\malignant\malignant (174)_mask.png,data\selected\busi_subset\malignant\images\malignant_174.png,data\selected\busi_subset\malignant\masks\malignant_174_mask.png,581,633,367773,61.9385986328125,49.65809631347656,0.0,255.0,46.0,8.0,162.0,255.0,0.9495301842689514,0.0026361942291259766,29579,0.08042732881424139,68.88011932373047,37.060546875,0.0,208.0,61.331485748291016,50.565711975097656,0.0,255.0,-0.12307925500433521
benign (324),benign,data\raw\benign\benign (324).png,data\raw\benign\benign (324)_mask.png,data\selected\busi_subset\benign\images\benign_324.png,data\selected\busi_subset\benign\masks\benign_324_mask.png,583,626,364958,108.94198608398438,51.762386322021484,0.0,255.0,113.0,31.0,194.0,255.0,0.12316999584436417,-0.852302074432373,2708,0.007420031894080963,84.2621841430664,48.977813720703125,12.0,240.0,109.12649536132812,51.73833084106445,0.0,255.0,0.22784852691965551
malignant (40),malignant,data\raw\malignant\malignant (40).png,data\raw\malignant\malignant (40)_mask.png,data\selected\busi_subset\malignant\images\malignant_40.png,data\selected\busi_subset\malignant\masks\malignant_40_mask.png,461,548,252628,74.98587799072266,63.11267852783203,0.0,255.0,52.0,6.0,186.0,255.0,0.579896867275238,-0.9653003215789795,27952,0.11064490080276138,55.6863899230957,37.42639923095703,0.0,216.0,77.3869400024414,65.21036529541016,0.0,255.0,0.28041617973080385
malignant (37),malignant,data\raw\malignant\malignant (37).png,data\raw\malignant\malignant (37)_mask.png,data\selected\busi_subset\malignant\images\malignant_37.png,data\selected\busi_subset\malignant\masks\malignant_37_mask.png,490,626,306740,52.53937911987305,44.503379821777344,1.0,255.0,30.0,13.0,143.0,254.0,1.280518651008606,1.0208525657653809,65826,0.2145986829236487,61.19303894042969,34.297027587890625,1.0,255.0,50.17490005493164,46.628868103027344,1.0,255.0,-0.21959463539019325
benign (275),benign,data\raw\benign\benign (275).png,data\raw\benign\benign (275)_mask.png,data\selected\busi_subset\benign\images\benign_275.png,data\selected\busi_subset\benign\masks\benign_275_mask.png,463,556,257428,83.89374542236328,61.892433166503906,0.0,255.0,77.0,9.0,196.0,255.0,0.48559027910232544,-0.7877399921417236,7692,0.029880199512096587,89.49870300292969,43.84426498413086,14.0,236.0,83.72113037109375,62.35746765136719,0.0,255.0,-0.06900973034569363
malignant (148),malignant,data\raw\malignant\malignant (148).png,data\raw\malignant\malignant (148)_mask.png,data\selected\busi_subset\malignant\images\malignant_148.png,data\selected\busi_subset\malignant\masks\malignant_148_mask.png,463,556,257428,130.4668426513672,48.36219787597656,0.0,255.0,131.0,52.0,211.0,255.0,0.11057151108980179,-0.5283856391906738,2856,0.011094364249421198,138.06336975097656,38.45772171020508,76.0,252.0,130.38160705566406,48.455078125,0.0,255.0,-0.058917533448132255
malignant (18),malignant,data\raw\malignant\malignant (18).png,data\raw\malignant\malignant (18)_mask.png,data\selected\busi_subset\malignant\images\malignant_18.png,data\selected\busi_subset\malignant\masks\malignant_18_mask.png,437,579,253023,74.65686798095703,53.539215087890625,0.0,255.0,59.0,19.0,183.0,255.0,0.9061000347137451,-0.14440560340881348,19204,0.07589823850005731,91.31269836425781,33.94971466064453,18.0,228.0,73.28887939453125,54.612762451171875,0.0,255.0,-0.2459284289263154
benign (152),benign,data\raw\benign\benign (152).png,data\raw\benign\benign (152)_mask.png,data\selected\busi_subset\benign\images\benign_152.png,data\selected\busi_subset\benign\masks\benign_152_mask.png,471,555,261405,103.61671447753906,71.28482818603516,0.0,255.0,95.0,7.0,227.0,255.0,0.30563783645629883,-1.0842225551605225,61557,0.23548516669535777,54.725669860839844,62.65249252319336,0.0,255.0,118.67610168457031,66.89246368408203,0.0,255.0,0.5388652888878667
malignant (147),malignant,data\raw\malignant\malignant (147).png,data\raw\malignant\malignant (147)_mask.png,data\selected\busi_subset\malignant\images\malignant_147.png,data\selected\busi_subset\malignant\masks\malignant_147_mask.png,471,552,259992,43.2192268371582,36.33926010131836,0.0,207.0,37.0,1.0,114.0,207.0,0.8404531478881836,0.06766009330749512,11899,0.045766792824394595,48.54265213012695,23.044849395751953,0.0,138.0,42.963905334472656,36.83723449707031,0.0,207.0,-0.12984729276646187
malignant (35),malignant,data\raw\malignant\malignant (35).png,data\raw\malignant\malignant (35)_mask.png,data\selected\busi_subset\malignant\images\malignant_35.png,data\selected\busi_subset\malignant\masks\malignant_35_mask.png,387,592,229104,90.35591888427734,55.91512680053711,0.0,255.0,79.0,23.0,198.0,255.0,0.6725602746009827,-0.5240743160247803,40212,0.17551854179761156,53.20260238647461,35.31507110595703,0.0,224.0,98.26522827148438,56.30424880981445,6.0,255.0,0.4585816028018193
benign (332),benign,data\raw\benign\benign (332).png,data\raw\benign\benign (332)_mask.png,data\selected\busi_subset\benign\images\benign_332.png,data\selected\busi_subset\benign\masks\benign_332_mask.png,531,703,373293,70.47374725341797,34.993778228759766,0.0,251.0,65.0,27.0,137.0,251.0,1.0363630056381226,1.605748176574707,3636,0.009740338018660945,26.395214080810547,34.771575927734375,0.0,172.0,70.9073257446289,34.71913146972656,0.0,251.0,0.6277505348015832
benign (119),benign,data\raw\benign\benign (119).png,data\raw\benign\benign (119)_mask.png,data\selected\busi_subset\benign\images\benign_119.png,data\selected\busi_subset\benign\masks\benign_119_mask.png,585,762,445770,93.76740264892578,44.43448257446289,0.0,255.0,93.0,25.0,169.0,255.0,0.2289338856935501,-0.4803290367126465,5148,0.011548556430446194,84.21755981445312,18.673564910888672,44.0,159.0,93.87898254394531,44.6356315612793,0.0,255.0,0.10291358583845413
benign (389),benign,data\raw\benign\benign (389).png,data\raw\benign\benign (389)_mask.png,data\selected\busi_subset\benign\images\benign_389.png,data\selected\busi_subset\benign\masks\benign_389_mask.png,567,927,525609,115.40293884277344,46.01893615722656,0.0,255.0,113.0,42.0,197.0,255.0,0.22578443586826324,-0.44127655029296875,14289,0.027185607552382095,131.50779724121094,28.64659881591797,48.0,244.0,114.95282745361328,46.330772399902344,0.0,255.0,-0.1440153335318168
malignant (133),malignant,data\raw\malignant\malignant (133).png,data\raw\malignant\malignant (133)_mask.png,data\selected\busi_subset\malignant\images\malignant_133.png,data\selected\busi_subset\malignant\masks\malignant_133_mask.png,485,479,232315,110.08366394042969,59.45394515991211,0.0,255.0,97.0,32.0,217.0,255.0,0.47127634286880493,-0.9259850978851318,87550,0.376859006090868,66.2846908569336,33.27909851074219,0.0,217.0,136.57212829589844,56.04387283325195,0.0,255.0,0.514654331823349
benign (248),benign,data\raw\benign\benign (248).png,data\raw\benign\benign (248)_mask.png,data\selected\busi_subset\benign\images\benign_248.png,data\selected\busi_subset\benign\masks\benign_248_mask.png,385,472,181720,92.80290222167969,45.478145599365234,0.0,255.0,87.0,31.0,181.0,255.0,0.7239526510238647,0.24644064903259277,2166,0.011919436495707682,84.25161743164062,33.69084548950195,38.0,206.0,92.90605926513672,45.59195327758789,0.0,255.0,0.09315260921643863
benign (355),benign,data\raw\benign\benign (355).png,data\raw\benign\benign (355)_mask.png,data\selected\busi_subset\benign\images\benign_355.png,data\selected\busi_subset\benign\masks\benign_355_mask.png,562,675,379350,39.54991912841797,35.3567008972168,0.0,228.0,28.0,6.0,111.0,228.0,1.548815131187439,2.639970302581787,53908,0.14210623434822722,25.528047561645508,21.694847106933594,0.0,196.0,41.87257766723633,36.62297439575195,0.0,228.0,0.39033971664171957
benign (277),benign,data\raw\benign\benign (277).png,data\raw\benign\benign (277)_mask.png,data\selected\busi_subset\benign\images\benign_277.png,data\selected\busi_subset\benign\masks\benign_277_mask.png,469,556,260764,90.92976379394531,43.02180862426758,0.0,255.0,84.0,33.0,171.0,255.0,0.6322187185287476,-0.11501622200012207,20290,0.077809820373978,52.82769775390625,23.17825698852539,9.0,176.0,94.1446304321289,42.76548385620117,0.0,255.0,0.43886658733681416
benign (63),benign,data\raw\benign\benign (63).png,data\raw\benign\benign (63)_mask.png,data\selected\busi_subset\benign\images\benign_63.png,data\selected\busi_subset\benign\masks\benign_63_mask.png,660,608,401280,64.36893463134766,37.919532775878906,0.0,255.0,62.0,9.0,131.0,255.0,0.5102916955947876,0.06437468528747559,3949,0.009841008771929824,23.52063751220703,23.115690231323242,0.0,143.0,64.77491760253906,37.81696319580078,0.0,255.0,0.6368866470367548
benign (9),benign,data\raw\benign\benign (9).png,data\raw\benign\benign (9)_mask.png,data\selected\busi_subset\benign\images\benign_9.png,data\selected\busi_subset\benign\masks\benign_9_mask.png,585,752,439920,49.572444915771484,60.267860412597656,0.0,255.0,17.0,1.0,174.0,255.0,1.0547136068344116,0.017377138137817383,48785,0.11089516275686488,8.288592338562012,20.55467414855957,0.0,242.0,54.72162628173828,61.59107208251953,0.0,255.0,0.8485316882876816
malignant (162),malignant,data\raw\malignant\malignant (162).png,data\raw\malignant\malignant (162)_mask.png,data\selected\busi_subset\malignant\images\malignant_162.png,data\selected\busi_subset\malignant\masks\malignant_162_mask.png,587,620,363940,84.12593078613281,50.79695510864258,0.0,247.0,75.0,13.0,178.0,247.0,0.5346150398254395,-0.5431656837463379,137556,0.37796340056053196,49.961143493652344,39.309242248535156,0.0,229.0,104.88523864746094,45.48740005493164,0.0,247.0,0.5236589615168084
benign (416),benign,data\raw\benign\benign (416).png,data\raw\benign\benign (416)_mask.png,data\selected\busi_subset\benign\images\benign_416.png,data\selected\busi_subset\benign\masks\benign_416_mask.png,574,878,503972,104.10067749023438,63.051849365234375,0.0,255.0,110.0,10.0,209.0,255.0,0.08200962841510773,-0.9092602729797363,15080,0.029922297270483282,145.5240020751953,21.145505905151367,55.0,247.0,102.82293701171875,63.48078918457031,0.0,255.0,-0.41528735027727365
benign (384),benign,data\raw\benign\benign (384).png,data\raw\benign\benign (384)_mask.png,data\selected\busi_subset\benign\images\benign_384.png,data\selected\busi_subset\benign\masks\benign_384_mask.png,425,760,323000,51.04915237426758,33.0517578125,0.0,235.0,42.0,10.0,116.0,235.0,0.9932610988616943,0.7474172115325928,30669,0.09495046439628484,51.93902587890625,31.06444549560547,0.0,169.0,50.95579147338867,33.25198745727539,0.0,235.0,-0.019295832267429456
benign (220),benign,data\raw\benign\benign (220).png,data\raw\benign\benign (220)_mask.png,data\selected\busi_subset\benign\images\benign_220.png,data\selected\busi_subset\benign\masks\benign_220_mask.png,396,609,241164,96.89179229736328,39.86206817626953,0.0,255.0,90.0,43.0,175.0,255.0,0.8231217265129089,0.4759981632232666,7666,0.031787497304738684,71.33733367919922,37.57667922973633,22.0,238.0,97.73078918457031,39.65666961669922,0.0,255.0,0.27006285043728523
benign (192),benign,data\raw\benign\benign (192).png,data\raw\benign\benign (192)_mask.png,data\selected\busi_subset\benign\images\benign_192.png,data\selected\busi_subset\benign\masks\benign_192_mask.png,474,557,264018,65.83663177490234,49.6966552734375,0.0,255.0,59.0,2.0,159.0,255.0,0.5908772945404053,-0.48917412757873535,8201,0.03106227605693551,47.65004348754883,30.69129753112793,7.0,185.0,66.4196548461914,50.0778694152832,0.0,255.0,0.2825912209161825
