image_id,label,method,speckle_index,high_frequency_energy,lesion_background_contrast,robust_bilateral_image_path,robust_bilateral_mask_path,robust_nlm_image_path,robust_nlm_mask_path
benign (390),benign,robust_nlm,0.5137661830483959,0.0011742887009785518,0.19512153445898944,,,data\processed\preprocessed\robust_nlm\benign\images\benign_390.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_390_mask.png
benign (65),benign,raw,0.5984451324015483,0.002032970050641112,0.7795882887247705,,,,
benign (65),benign,robust_bilateral,0.5955003124428527,0.0014951851588635406,0.7892942515351081,data\processed\preprocessed\robust_bilateral\benign\images\benign_65.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_65_mask.png,,
benign (65),benign,robust_nlm,0.6000671751118652,0.0015325417428768513,0.7918036858762397,,,data\processed\preprocessed\robust_nlm\benign\images\benign_65.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_65_mask.png
benign (352),benign,raw,0.6454126345458933,0.0015160934449643753,0.0531577673164711,,,,
benign (352),benign,robust_bilateral,0.6983021044703546,0.0011858724749023082,0.05113938236030897,data\processed\preprocessed\robust_bilateral\benign\images\benign_352.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_352_mask.png,,
benign (352),benign,robust_nlm,0.7007236581947965,0.0012058374062107185,0.055186283809876543,,,data\processed\preprocessed\robust_nlm\benign\images\benign_352.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_352_mask.png
benign (254),benign,raw,0.6225086727866415,0.0019794074764797457,-0.0022285919280011493,,,,
benign (254),benign,robust_bilateral,0.6564057933720961,0.00163889805889245,-0.013908569429368587,data\processed\preprocessed\robust_bilateral\benign\images\benign_254.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_254_mask.png,,
benign (254),benign,robust_nlm,0.6602586303909781,0.0016962546658163375,-0.0043142238793238245,,,data\processed\preprocessed\robust_nlm\benign\images\benign_254.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_254_mask.png
malignant (94),malignant,raw,0.39301355259533854,0.0010837204357424393,0.2352561331840312,,,,
malignant (94),malignant,robust_bilateral,0.5212248210966878,0.0010540971476120185,0.3132402400629347,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_94.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_94_mask.png,,
malignant (94),malignant,robust_nlm,0.5244538519453861,0.0010762836088487348,0.31388435981911106,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_94.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_94_mask.png
malignant (156),malignant,raw,0.46374912051260875,0.0014201095048731267,0.2172120981755485,,,,
malignant (156),malignant,robust_bilateral,0.5801876613125854,0.0012180611175719171,0.27212555182066345,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_156.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_156_mask.png,,
malignant (156),malignant,robust_nlm,0.5855675700471132,0.0011910723511238527,0.2726744290708096,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_156.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_156_mask.png
malignant (93),malignant,raw,0.4802076988429805,0.001427720622974028,0.2116758385203532,,,,
malignant (93),malignant,robust_bilateral,0.6163072196142585,0.0014023643607008328,0.272778780508084,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_93.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_93_mask.png,,
malignant (93),malignant,robust_nlm,0.6191422478751247,0.0014952332722431105,0.2732499483770225,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_93.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_93_mask.png
malignant (174),malignant,raw,0.8017310273334108,0.0024588135774320876,-0.12307925500433521,,,,
malignant (174),malignant,robust_bilateral,0.822139729021948,0.001927768881470481,-0.13054543170328206,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_174.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_174_mask.png,,
malignant (174),malignant,robust_nlm,0.8243739220414087,0.0020859716186695442,-0.13107663254982285,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_174.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_174_mask.png
benign (324),benign,raw,0.47513716412437523,0.0009264240057480107,0.22784852691965551,,,,
benign (324),benign,robust_bilateral,0.5954970850228009,0.0010663245076266749,0.28596314840156284,data\processed\preprocessed\robust_bilateral\benign\images\benign_324.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_324_mask.png,,
benign (324),benign,robust_nlm,0.597347986395187,0.001055414381469152,0.2884053226313067,,,data\processed\preprocessed\robust_nlm\benign\images\benign_324.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_324_mask.png
malignant (40),malignant,raw,0.8416608596039965,0.001846403181926359,0.28041617973080385,,,,
malignant (40),malignant,robust_bilateral,0.849395059753794,0.0014301380301900378,0.28343564898295026,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_40.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_40_mask.png,,
malignant (40),malignant,robust_nlm,0.8518620872456141,0.0013585605845040482,0.28557229528874806,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_40.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_40_mask.png
malignant (37),malignant,raw,0.8470480726511653,0.0017441645247349897,-0.21959463539019325,,,,
malignant (37),malignant,robust_bilateral,1.0041920533311348,0.0014096944824490804,-0.2813080586727185,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_37.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_37_mask.png,,
malignant (37),malignant,robust_nlm,1.0061474356404592,0.0014599683112940592,-0.2793418512137812,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_37.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_37_mask.png
benign (275),benign,raw,0.7377478840038229,0.002903452992327973,-0.06900973034569363,,,,
benign (275),benign,robust_bilateral,0.7679672766845868,0.0019351379973748788,-0.04691907392063279,data\processed\preprocessed\robust_bilateral\benign\images\benign_275.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_275_mask.png,,
benign (275),benign,robust_nlm,0.7718553286998193,0.002647716233627368,-0.07615407948661607,,,data\processed\preprocessed\robust_nlm\benign\images\benign_275.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_275_mask.png
malignant (148),malignant,raw,0.3706857381780118,0.0011674000704987979,-0.058917533448132255,,,,
malignant (148),malignant,robust_bilateral,0.5050743077005875,0.0015029360349778711,-0.08442010784354344,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_148.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_148_mask.png,,
malignant (148),malignant,robust_nlm,0.5112455869430257,0.0014120431509515785,-0.08195722102768682,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_148.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_148_mask.png
malignant (18),malignant,raw,0.7171371708433717,0.0012316118708623402,-0.2459284289263154,,,,
malignant (18),malignant,robust_bilateral,0.8929390386536938,0.0013187917816101082,-0.31310449785714045,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_18.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_18_mask.png,,
malignant (18),malignant,robust_nlm,0.8959069716793173,0.0011164178512377966,-0.31357740440294507,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_18.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_18_mask.png
benign (152),benign,raw,0.6879664979291302,0.0008696653071937966,0.5388652888878667,,,,
benign (152),benign,robust_bilateral,0.6905918641341027,0.0005284875505413938,0.5434119239631716,data\processed\preprocessed\robust_bilateral\benign\images\benign_152.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_152_mask.png,,
benign (152),benign,robust_nlm,0.6925547444603302,0.0005475766149480771,0.5445702085091517,,,data\processed\preprocessed\robust_nlm\benign\images\benign_152.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_152_mask.png
malignant (147),malignant,raw,0.8408123596990237,0.0028792110160527277,-0.12984729276646187,,,,
malignant (147),malignant,robust_bilateral,0.8270171142497686,0.0020263213184042272,-0.1382812181955866,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_147.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_147_mask.png,,
malignant (147),malignant,robust_nlm,0.8341950368996017,0.0020061223613496697,-0.1362804873628737,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_147.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_147_mask.png
malignant (35),malignant,raw,0.6188319203764613,0.0011567056996593448,0.4585816028018193,,,,
malignant (35),malignant,robust_bilateral,0.7447792031113204,0.0010980310473938147,0.5476619201087286,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_35.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_35_mask.png,,
malignant (35),malignant,robust_nlm,0.7483511174923642,0.0008981768626460991,0.5488192612695685,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_35.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_35_mask.png
benign (332),benign,raw,0.4965505538243189,0.0014918843309520134,0.6277505348015832,,,,
benign (332),benign,robust_bilateral,0.592171718933947,0.0021551039185828845,0.6859408095880831,data\processed\preprocessed\robust_bilateral\benign\images\benign_332.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_332_mask.png,,
benign (332),benign,robust_nlm,0.5986965843706378,0.0017087222256895911,0.689392235046134,,,data\processed\preprocessed\robust_nlm\benign\images\benign_332.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_332_mask.png
benign (119),benign,raw,0.4738798486381231,0.0015516105464850227,0.10291358583845413,,,,
benign (119),benign,robust_bilateral,0.5500245064072765,0.001443690400886695,0.11794282497047716,data\processed\preprocessed\robust_bilateral\benign\images\benign_119.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_119_mask.png,,
benign (119),benign,robust_nlm,0.5505142236902013,0.0015428129150300814,0.11690848250380916,,,data\processed\preprocessed\robust_nlm\benign\images\benign_119.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_119_mask.png
benign (389),benign,raw,0.3987674544399896,0.0011001054660381047,-0.1440153335318168,,,,
benign (389),benign,robust_bilateral,0.4951174699357198,0.0013058752516940054,-0.1837861872750171,data\processed\preprocessed\robust_bilateral\benign\images\benign_389.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_389_mask.png,,
benign (389),benign,robust_nlm,0.4970303590311296,0.0013236474545562397,-0.1838614544760193,,,data\processed\preprocessed\robust_nlm\benign\images\benign_389.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_389_mask.png
malignant (133),malignant,raw,0.5400796360855579,0.0008794749532221222,0.514654331823349,,,,
malignant (133),malignant,robust_bilateral,0.6550838982506019,0.0010216924280250044,0.6041218156647085,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_133.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_133_mask.png,,
malignant (133),malignant,robust_nlm,0.6575494148116185,0.0009573188478653193,0.6053319048634311,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_133.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_133_mask.png
benign (248),benign,raw,0.49005089830844845,0.002219118448015898,0.09315260921643863,,,,
benign (248),benign,robust_bilateral,0.615052016980246,0.0027212732497287674,0.11548094061602304,data\processed\preprocessed\robust_bilateral\benign\images\benign_248.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_248_mask.png,,
benign (248),benign,robust_nlm,0.6254221385619689,0.0024469406036175035,0.11953763203105296,,,data\processed\preprocessed\robust_nlm\benign\images\benign_248.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_248_mask.png
benign (355),benign,raw,0.8939765662330217,0.006847640499856411,0.39033971664171957,,,,
benign (355),benign,robust_bilateral,0.8953671280687623,0.0052463415014696105,0.39977504427062094,data\processed\preprocessed\robust_bilateral\benign\images\benign_355.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_355_mask.png,,
benign (355),benign,robust_nlm,0.9028300196053939,0.004833983305382419,0.40283632768591154,,,data\processed\preprocessed\robust_nlm\benign\images\benign_355.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_355_mask.png
benign (277),benign,raw,0.47313230376094134,0.00376340266250453,0.43886658733681416,,,,
benign (277),benign,robust_bilateral,0.6171546392247726,0.0030214760803658853,0.5799159482533445,data\processed\preprocessed\robust_bilateral\benign\images\benign_277.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_277_mask.png,,
benign (277),benign,robust_nlm,0.6231698977564992,0.0048239320648593995,0.5824675820993916,,,data\processed\preprocessed\robust_nlm\benign\images\benign_277.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_277_mask.png
benign (63),benign,raw,0.5890967901372116,0.0006649720571572741,0.6368866470367548,,,,
benign (63),benign,robust_bilateral,0.5959263333023547,0.0004216501750040831,0.6571762439289172,data\processed\preprocessed\robust_bilateral\benign\images\benign_63.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_63_mask.png,,
benign (63),benign,robust_nlm,0.5995305012852152,0.000245533855783635,0.6606285273615629,,,data\processed\preprocessed\robust_nlm\benign\images\benign_63.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_63_mask.png
benign (9),benign,raw,1.2157532378118276,0.0025554130726903016,0.8485316882876816,,,,
benign (9),benign,robust_bilateral,1.2127884563006994,0.002211882115437593,0.8512255792691512,data\processed\preprocessed\robust_bilateral\benign\images\benign_9.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_9_mask.png,,
benign (9),benign,robust_nlm,1.216004163294109,0.002222389683164863,0.8543198825560847,,,data\processed\preprocessed\robust_nlm\benign\images\benign_9.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_9_mask.png
